time (epoch),weight (kg)
1481393700.0,61.0
1481394600.0,61.0
1481395500.0,60.97
1481396400.0,60.98
1481397300.0,60.99
1481398200.0,61.02
1481399100.0,61.02
1481400000.0,61.04
1481400900.0,61.04
1481401800.0,61.02
1481402700.0,61.0
1481403600.0,61.0
1481404500.0,60.99
1481405400.0,60.98
1481406300.0,60.97
1481407200.0,60.98
1481408100.0,60.97
1481409000.0,60.96
1481409900.0,60.95
1481410800.0,60.94
1481411700.0,60.94
1481412600.0,60.94
1481413500.0,60.94
1481414400.0,60.93
1481415300.0,60.93
1481416200.0,60.9
1481417100.0,60.89
1481418000.0,60.87
1481418900.0,60.88
1481419800.0,60.87
1481420700.0,60.87
1481421600.0,60.86
1481422500.0,60.88
1481423400.0,60.89
1481424300.0,60.93
1481425200.0,60.95
1481426100.0,61.02
1481427000.0,61.06
1481427900.0,61.08
1481428800.0,61.11
1481429700.0,61.17
1481430600.0,61.22
1481431500.0,61.26
1481432400.0,61.32
1481433300.0,61.36
1481434200.0,61.4
1481435100.0,61.44
1481436000.0,61.46
1481436900.0,61.49
1481437800.0,61.55
1481438700.0,61.57
1481439600.0,61.59
1481440500.0,61.6
1481441400.0,61.6
1481442300.0,61.59
1481443200.0,61.62
1481444100.0,61.62
1481445000.0,61.66
1481445900.0,61.65
1481446800.0,61.66
1481447700.0,61.73
1481448600.0,61.72
1481449500.0,61.73
1481450400.0,61.73
1481451300.0,61.77
1481452200.0,61.7
1481453100.0,61.71
1481454000.0,61.73
1481454900.0,61.72
1481455800.0,61.77
1481456700.0,61.71
1481457600.0,61.71
1481458500.0,61.76
1481459400.0,61.78
1481460300.0,61.81
1481461200.0,61.83
1481462100.0,61.86
1481463000.0,61.95
1481463900.0,61.97
1481464800.0,61.96
1481465700.0,62.0
1481466600.0,62.02
1481467500.0,62.07
1481468400.0,62.09
1481469300.0,62.11
1481470200.0,62.11
1481471100.0,62.14
1481472000.0,62.21
1481472900.0,62.24
1481473800.0,62.33
1481474700.0,62.38
1481475600.0,62.44
1481476500.0,62.45
1481477400.0,62.53
1481478300.0,62.61
1481479200.0,62.7
1481480100.0,62.82
1481481000.0,62.92
1481481900.0,62.99
1481482800.0,63.01
1481483700.0,63.09
1481484600.0,63.08
1481485500.0,63.09
1481486400.0,63.18
1481487300.0,63.21
1481488200.0,63.23
1481489100.0,63.25
1481490000.0,63.36
1481490900.0,63.33
1481491800.0,63.36
1481492700.0,63.33
1481493600.0,63.4
1481494500.0,63.46
1481495400.0,63.57
1481496300.0,63.6
1481497200.0,63.68
1481498100.0,63.81
1481499000.0,63.93
1481499900.0,64.16
1481500800.0,64.32
1481501700.0,64.48
1481502600.0,64.67
1481503500.0,64.73
1481504400.0,64.84
1481505300.0,64.97
1481506200.0,65.07
1481507100.0,65.17
1481508000.0,65.25
1481508900.0,65.33
1481509800.0,65.39
1481510700.0,65.47
1481511600.0,65.55
1481512500.0,65.64
1481513400.0,65.74
1481514300.0,65.8
1481515200.0,65.87
1481516100.0,65.95
1481517000.0,66.05
1481517900.0,66.17
1481518800.0,66.22
1481519700.0,66.25
1481520600.0,66.26
1481521500.0,66.28
1481522400.0,66.28
1481523300.0,66.3
1481524200.0,66.31
1481525100.0,66.31
1481526000.0,66.32
1481526900.0,66.33
1481527800.0,66.35
1481528700.0,66.3
1481529600.0,66.29
1481530500.0,66.14
1481531400.0,66.22
1481532300.0,66.25
1481533200.0,66.29
1481534100.0,66.31
1481535000.0,66.31
1481535900.0,66.37
1481536800.0,66.25
1481537700.0,66.3
1481538600.0,66.32
1481539500.0,66.36
1481540400.0,66.26
1481541300.0,66.44
1481542200.0,66.27
1481543100.0,66.39
1481544000.0,66.46
